Wall time,Step,Value
1770950896.4793615,4,0.9238635897636414
1770950907.8548498,9,0.8339790105819702
1770950919.379542,14,0.7743759155273438
1770950931.224874,19,0.6649401187896729
1770950942.2434974,24,0.6399087905883789
1770950953.640581,29,0.5823424458503723
1770950964.8510675,34,0.5117020606994629
1770950976.2723844,39,0.535902738571167
1770950987.4871702,44,0.6529822945594788
1770950998.816506,49,0.5981526970863342
1770951010.0443761,54,0.6639767289161682
1770951021.036286,59,0.6298606395721436
1770951032.235608,64,0.46667730808258057
1770951043.3748493,69,0.5422313213348389
1770951054.742607,74,0.5531807541847229
1770951066.0488172,79,0.48727506399154663
1770951088.5203962,84,0.6385993361473083
1770951100.0844326,89,0.4754005968570709
1770951111.9182172,94,0.5507695078849792
1770951123.0187016,99,0.6195428371429443
1770951134.0722282,104,0.5223080515861511
1770951146.222241,109,0.5175735354423523
1770951157.3644428,114,0.5466925501823425
1770951168.4004943,119,0.5595051646232605
1770951179.6998801,124,0.445527046918869
1770951190.7537882,129,0.5744172930717468
1770951201.8075533,134,0.4294361472129822
1770951213.014877,139,0.5880212783813477
1770951224.165261,144,0.49988362193107605
1770951235.5402207,149,0.4829120934009552
1770951246.89382,154,0.5643882751464844
1770951258.394257,159,0.4492000937461853
1770951269.4405966,164,0.49744316935539246
1770951289.9367228,169,0.5060727000236511
1770951302.1183505,174,0.46230223774909973
1770951313.4477673,179,0.4833357036113739
1770951324.4416862,184,0.4228527545928955
1770951335.695709,189,0.4650467038154602
1770951346.629845,194,0.4746159017086029
1770951357.5366957,199,0.49732083082199097
1770951368.7112665,204,0.4844968616962433
1770951380.7218034,209,0.46747979521751404
1770951394.7269955,214,0.4342072308063507
1770951406.3724506,219,0.453260213136673
1770951417.7891736,224,0.4285365045070648
1770951429.1279018,229,0.46868208050727844
1770951440.4892962,234,0.5357719659805298
1770951451.8519473,239,0.5282285213470459
1770951462.9191706,244,0.48632124066352844
1770951483.0981762,249,0.4501027762889862
1770951494.1479228,254,0.4017142057418823
1770951506.2288268,259,0.41392919421195984
1770951518.165066,264,0.37685731053352356
1770951529.2846384,269,0.3896953761577606
1770951540.3071632,274,0.4076521396636963
1770951552.1254394,279,0.4597792625427246
1770951567.3927593,284,0.4999208152294159
1770951579.3060305,289,0.4310051202774048
1770951590.6087775,294,0.4601914882659912
1770951601.7743583,299,0.3919134736061096
1770951612.9497948,304,0.3615620732307434
1770951623.9552646,309,0.3834645748138428
1770951636.57265,314,0.42702823877334595
1770951648.1053154,319,0.44447770714759827
1770951659.3859115,324,0.3845478594303131
1770951670.222757,329,0.4324241280555725
1770951689.9037461,334,0.46534886956214905
1770951701.0358896,339,0.4289010167121887
1770951711.9115074,344,0.4140588045120239
1770951722.9178576,349,0.36225274205207825
1770951733.9963593,354,0.3832365870475769
1770951745.2774835,359,0.3300934135913849
1770951756.663314,364,0.3715590834617615
1770951767.710246,369,0.4189031720161438
1770951778.803957,374,0.366559237241745
1770951789.7638466,379,0.3386688232421875
1770951800.8728259,384,0.39888033270835876
1770951811.9785643,389,0.35120484232902527
1770951824.133761,394,0.3593497574329376
1770951836.1959932,399,0.40372806787490845
1770951847.394539,404,0.36933791637420654
1770951858.1817007,409,0.3511281907558441
1770951869.3471909,414,0.3967452943325043
1770951889.1550894,419,0.4043582081794739
1770951900.2559674,424,0.37801799178123474
1770951911.3309774,429,0.3572821617126465
1770951922.4992754,434,0.3694993555545807
1770951933.5451803,439,0.39566048979759216
1770951944.6590827,444,0.3189804255962372
1770951955.5873067,449,0.41111284494400024
1770951966.6354656,454,0.40606585144996643
1770951977.5278065,459,0.3173723816871643
1770951988.446197,464,0.3192785978317261
1770951999.8508763,469,0.3623083531856537
1770952011.1085358,474,0.36100614070892334
1770952022.6085756,479,0.3095688819885254
1770952035.0148277,484,0.2660738229751587
1770952046.548594,489,0.4455036222934723
1770952057.9658694,494,0.3254867494106293
1770952077.5250325,499,0.32813403010368347
1770952089.0468106,504,0.336654931306839
1770952100.0707307,509,0.33540743589401245
1770952112.1542456,514,0.4692234694957733
1770952123.626634,519,0.3484671711921692
1770952135.42275,524,0.3558567762374878
1770952146.9987526,529,0.3952457904815674
1770952158.6690125,534,0.4144023358821869
1770952170.043156,539,0.29977089166641235
1770952181.4656646,544,0.3419417142868042
1770952192.8352394,549,0.3005897104740143
1770952203.9792774,554,0.28543370962142944
1770952216.0737686,559,0.2955828607082367
1770952227.7556117,564,0.2741784155368805
